FID,CTLabel,BoroCode,BoroName,CT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,nyct2010.poly_area,nyct2010.pct_qbuf,nyct2010.prop,OBJECTID *,Field1,X,name,totalpop,popdensity,mpop,fpop,pov,hhold,hhold_income,noins,transportation,pct_m_vuln,pct_f_vuln,pct_age_vuln,pct_pov,pct_noins,rank_noins,rank_pov,rank_agevuln,rank_income,rank_commute,rank_popdensity,pct_emp,rank_emp,rank_sum,BoroName,trunctfips,BoroCT2010,Shape_Area,flag_pov,flag_noins,flag_agevuln,flag_commute,flag_popdensity,flag_emp,flag_pov_75,flag_noins_75,flag_agevuln_75,flag_commute_75,flag_popdensity_75,flag_emp_75,flag_sum,flag_sum_75,fipstemp *
58,69,3,Brooklyn,6900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5563.971321,1927677.553,0.069146,134.685457,3912.999807,388,388,387,"Census Tract 69, Kings County, New York",3913,56592.1,397,405,135,1685,116058,280,0,0.101457,0.103501,0.204958,0.080118694,0,22.093023,11,6.007752,4.796512,22.093023,65.503876,0.001088,79.118217,210.416667,Brooklyn,47006900,3006900,1927677.553,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3006900
59,74,3,Brooklyn,7400,E,BK32,Sunset Park West,4012,4994.563886,1516613.031,0.054401,119.801802,5150.410786,392,392,391,"Census Tract 74, Kings County, New York",5633,101557.2,955,802,282,1418,40625,1316,0,0.169537,0.142375,0.311912,0.19887165,0,91.908915,54,34.835271,71.608527,91.908915,90.213178,0.001125,80.910853,515.794574,Brooklyn,47007400,3007400,1516613.031,0,1,0,1,1,0,0,1,0,1,1,1,3,4,3007400
60,76,3,Brooklyn,7600,E,BK32,Sunset Park West,4012,4980.047514,1510401.678,0.054178,266.588705,4431.999916,394,394,393,"Census Tract 76, Kings County, New York",4432,82761.9,776,766,367,1341,32616,1133,0,0.17509,0.172834,0.347924,0.273676361,0,94.331395,72,59.108527,82.703488,94.331395,83.187984,0.000992,75.096899,561.046512,Brooklyn,47007600,3007600,1510401.678,0,1,0,1,0,0,0,1,0,1,1,1,2,4,3007600
61,78,3,Brooklyn,7800,E,BK32,Sunset Park West,4012,4986.671595,1509791.99,0.054157,282.26186,5321.444187,396,396,395,"Census Tract 78, Kings County, New York",5582,104676.7,793,818,357,1620,39375,1353,0,0.142064,0.146542,0.288606,0.22037037,0,92.926357,60,23.74031,73.69186,92.926357,91.472868,0.001183,82.945736,518.168605,Brooklyn,47007800,3007800,1509791.99,0,1,0,1,1,0,0,1,0,1,1,1,3,4,3007800
62,80,3,Brooklyn,8000,E,BK32,Sunset Park West,4012,4989.723103,1506326.485,0.054032,125.838312,3510.083387,397,397,396,"Census Tract 80, Kings County, New York",4252,81314.2,754,784,356,1307,49081,954,0,0.177328,0.184384,0.361712,0.272379495,0,90.164729,72,67.393411,57.751938,90.164729,82.315891,0.000947,72.577519,532.50969,Brooklyn,47008000,3008000,1506326.485,0,1,0,1,0,0,0,1,0,1,1,0,2,3,3008000
63,98,3,Brooklyn,9800,E,BK34,Sunset Park East,4012,5203.979585,1625498.652,0.058307,252.322149,6141.982786,406,406,405,"Census Tract 98, Kings County, New York",7614,130592,1356,1443,645,1859,29232,1923,0,0.178093,0.189519,0.367612,0.346960732,0,93.895349,83,70.687984,87.306202,93.895349,96.753876,0.001261,85.368217,611.143411,Brooklyn,47009800,3009800,1625498.652,0,1,0,1,1,0,1,1,0,1,1,1,3,5,3009800
64,101,3,Brooklyn,10100,E,BK32,Sunset Park West,4012,7585.52914,3393635.747,0.12173,0,0,408,408,407,"Census Tract 101, Kings County, New York",4120,34473.8,434,616,242,1493,44259,1139,0,0.10534,0.149515,0.254854,0.162089752,0,95.591085,42,13.75969,65.843023,95.591085,38.032946,0.000528,40.455426,391.036822,Brooklyn,47010100,3010100,3393635.747,0,1,0,1,0,0,0,1,0,1,0,0,2,2,3010100
65,102,3,Brooklyn,10200,E,BK34,Sunset Park East,4012,5223.378481,1640687.839,0.058852,59.228418,2210.623777,409,409,408,"Census Tract 102, Kings County, New York",5257,89311.7,793,707,257,1368,43646,1023,0,0.150846,0.134487,0.285334,0.187865497,0,82.55814,50,22.286822,66.763566,82.55814,85.658915,0.001105,80.087209,469.864341,Brooklyn,47010200,3010200,1640687.839,0,0,0,0,0,0,0,1,0,1,1,1,0,4,3010200
66,104,3,Brooklyn,10400,E,BK34,Sunset Park East,4012,5221.791692,1639390.921,0.058805,0,0,410,410,409,"Census Tract 104, Kings County, New York",6104,103795.4,1107,779,442,1658,34412,1596,0,0.181356,0.127621,0.308978,0.266586248,0,94.622093,71,33.527132,80.717054,94.622093,91.182171,0.001172,82.46124,548.110465,Brooklyn,47010400,3010400,1639390.921,0,1,0,1,1,0,0,1,0,1,1,1,3,4,3010400
67,108,3,Brooklyn,10800,E,BK34,Sunset Park East,4012,5203.5166,1624849.988,0.058284,0,0,412,412,411,"Census Tract 108, Kings County, New York",4661,79957.7,654,803,479,1384,31400,953,0,0.140313,0.172281,0.312594,0.346098266,0,85.562016,83,35.465116,84.205426,85.562016,81.879845,0.001111,80.426357,536.24031,Brooklyn,47010800,3010800,1624849.988,0,0,0,0,0,0,1,1,0,1,1,1,0,5,3010800
68,110,3,Brooklyn,11000,E,BK34,Sunset Park East,4012,5365.03648,1699091.864,0.060947,0,0,413,413,412,"Census Tract 110, Kings County, New York",2482,40670.6,306,414,163,680,38618,757,0,0.123288,0.166801,0.290089,0.239705882,0,97.335271,65,24.273256,75.04845,97.335271,46.414729,0.000549,42.151163,447.819767,Brooklyn,47011000,3011000,1699091.864,0,1,0,1,0,0,0,1,0,1,0,0,2,2,3011000
69,114,3,Brooklyn,11400,E,BK88,Borough Park,4014,5462.281937,1806159.314,0.064787,0,0,415,415,414,"Census Tract 114, Kings County, New York",4481,69167.4,1029,1189,169,1161,42159,414,0,0.229636,0.265343,0.494979,0.145564169,0,32.945736,36,97.819767,68.943798,32.945736,75.242248,0.000825,65.164729,409.302326,Brooklyn,47011400,3011400,1806159.314,0,0,1,0,0,0,0,0,1,0,1,0,1,2,3011400
70,121,3,Brooklyn,12100,I,BK37,Park Slope-Gowanus,4005,5142.255433,1593259.407,0.057151,34.757718,633.983316,421,421,420,"Census Tract 121, Kings County, New York",1824,31907.8,164,197,96,749,81875,304,0,0.089912,0.108004,0.197917,0.128170895,0,72.771318,30,5.377907,18.217054,72.771318,35.125969,0.000705,56.104651,289.922481,Brooklyn,47012100,3012100,1593259.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012100
71,128.01,3,Brooklyn,12801,I,BK30,Dyker Heights,4013,4828.983916,1238338.687,0.044419,44.364703,883.748419,425,425,424,"Census Tract 128.01, Kings County, New York",1992,44871.7,398,272,178,739,44583,356,0,0.199799,0.136546,0.336345,0.240866035,0,77.664729,65,51.744186,65.01938,77.664729,51.792636,0.000732,58.333333,447.674419,Brooklyn,47012801,3012801,1238338.687,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3012801
72,130,3,Brooklyn,13000,E,BK31,Bay Ridge,4013,5648.236506,1899181.556,0.068124,138.579989,4495.833293,428,428,427,"Census Tract 130, Kings County, New York",4971,72974.6,844,861,481,1847,50306,697,0,0.169785,0.173205,0.342989,0.260422306,0,59.205426,70,55.717054,55.910853,59.205426,78.149225,0.001067,78.391473,456.153101,Brooklyn,47013000,3013000,1899181.556,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3013000
73,132,3,Brooklyn,13200,E,BK30,Dyker Heights,4013,6369.334993,1665114.519,0.059728,0.701303,14.573134,430,430,429,"Census Tract 132, Kings County, New York",2078,34789,388,327,113,669,56442,293,0,0.186718,0.157363,0.344081,0.168908819,0,59.738372,43,56.395349,46.560078,59.738372,38.565891,0.000575,44.476744,348.934108,Brooklyn,47013200,3013200,1665114.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013200
74,133,3,Brooklyn,13300,I,BK37,Park Slope-Gowanus,4005,5175.703509,1596011.273,0.057249,0,0,431,431,430,"Census Tract 133, Kings County, New York",4523,78885.1,749,726,45,1728,132768,389,0,0.165598,0.160513,0.326111,0.026041667,0,28.77907,1,44.379845,2.906977,28.77907,80.910853,0.001421,89.147287,276.21124,Brooklyn,47013300,3013300,1596011.273,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3013300
75,136,3,Brooklyn,13600,I,BK31,Bay Ridge,4013,8233.665277,2322222.357,0.083299,102.330502,2843.780484,434,434,433,"Census Tract 136, Kings County, New York",3816,45778.7,526,626,282,1494,68182,375,0,0.137841,0.164046,0.301887,0.18875502,0,35.901163,50,29.893411,30.232558,35.901163,52.858527,0.000775,61.870155,296.850775,Brooklyn,47013600,3013600,2322222.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013600
76,137,3,Brooklyn,13700,I,BK37,Park Slope-Gowanus,4005,5226.631819,1638366.14,0.058769,135.630518,3059.327352,435,435,434,"Census Tract 137, Kings County, New York",3308,56198.8,441,510,162,1367,94925,286,0,0.133313,0.154172,0.287485,0.118507681,0,29.215116,25,23.255814,10.416667,29.215116,65.164729,0.001099,79.699612,262.209302,Brooklyn,47013700,3013700,1638366.14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3013700
77,139,3,Brooklyn,13900,E,BK37,Park Slope-Gowanus,4005,5219.680479,1631336.533,0.058516,107.779192,3469.999754,437,437,436,"Census Tract 139, Kings County, New York",3470,59388.1,340,475,111,1428,89083,282,0,0.097983,0.136888,0.23487,0.077731092,0,26.30814,10,9.738372,13.565891,26.30814,68.023256,0.001193,83.333333,237.257752,Brooklyn,47013900,3013900,1631336.533,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3013900
78,151,3,Brooklyn,15100,I,BK37,Park Slope-Gowanus,4005,5175.221646,1607114.126,0.057648,130.764708,3281.359129,447,447,446,"Census Tract 151, Kings County, New York",3994,69281,490,694,118,1583,112824,275,0,0.122684,0.173761,0.296445,0.074542009,0,20.445736,9,26.937984,5.184109,20.445736,75.436047,0.001266,85.562016,243.120155,Brooklyn,47015100,3015100,1607114.126,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3015100
79,153,3,Brooklyn,15300,I,BK37,Park Slope-Gowanus,4005,5188.381441,1619490.318,0.058091,210.177565,2909.000188,449,449,448,"Census Tract 153, Kings County, New York",2909,50069.3,461,356,69,1136,110303,254,0,0.158474,0.122379,0.280853,0.060739437,0,30.03876,6,20.930233,5.620155,30.03876,57.315891,0.000956,73.013566,222.916667,Brooklyn,47015300,3015300,1619490.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015300
80,155,3,Brooklyn,15500,I,BK37,Park Slope-Gowanus,4005,5181.351516,1610814.53,0.05778,161.98304,3637.576623,450,450,449,"Census Tract 155, Kings County, New York",3683,63743.7,645,617,97,1487,108715,171,0,0.175129,0.167526,0.342655,0.065232011,0,10.513566,7,55.571705,6.20155,10.513566,72.044574,0.001157,81.976744,243.410853,Brooklyn,47015500,3015500,1610814.53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3015500
81,157,3,Brooklyn,15700,I,BK37,Park Slope-Gowanus,4005,5427.704575,1802056.047,0.06464,8.206502,360.841344,451,451,450,"Census Tract 157, Kings County, New York",4397,68018.4,707,508,94,2027,106781,186,0,0.160791,0.115533,0.276325,0.046373952,0,8.866279,3,19.331395,6.879845,8.866279,74.612403,0.001275,86.094961,207.848837,Brooklyn,47015700,3015700,1802056.047,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3015700
82,165,3,Brooklyn,16500,I,BK37,Park Slope-Gowanus,4005,6727.004994,2006987.782,0.071991,44.554606,1681.895412,458,458,457,"Census Tract 165, Kings County, New York",5638,78312.8,873,994,214,2627,122537,275,0,0.154842,0.176304,0.331146,0.081461743,0,11.967054,11,48.013566,3.875969,11.967054,80.668605,0.00134,87.5,255.426357,Brooklyn,47016500,3016500,2006987.782,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3016500
83,170,3,Brooklyn,17000,I,BK27,Bath Beach,4017,7327.426867,2249706.401,0.080697,120.820923,2313.698562,463,463,462,"Census Tract 170, Kings County, New York",3758,46559.8,667,709,221,1166,67976,347,0,0.177488,0.188664,0.366152,0.189536878,0,32.897287,50,69.912791,30.329457,32.897287,53.633721,0.000571,44.186047,314.244186,Brooklyn,47017000,3017000,2249706.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017000
84,172,3,Brooklyn,17200,E,BK27,Bath Beach,4017,7259.321387,2220321.635,0.079643,135.093415,2819.214555,465,465,464,"Census Tract 172, Kings County, New York",4103,51510.3,687,598,31,1101,92583,179,0,0.167438,0.145747,0.313185,0.028156222,0,9.302326,1,35.755814,11.434109,9.302326,59.399225,0.000536,41.182171,167.732558,Brooklyn,47017200,3017200,2220321.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017200
85,178,3,Brooklyn,17800,E,BK27,Bath Beach,4017,6092.042689,1765217.211,0.063319,47.792974,1476.642141,468,468,467,"Census Tract 178, Kings County, New York",3090,48793.2,668,670,193,867,54813,463,0,0.216181,0.216828,0.43301,0.22260669,0,64.534884,61,92.684109,48.74031,64.534884,55.862403,0.000614,48.401163,435.610465,Brooklyn,47017800,3017800,1765217.211,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3017800
86,182,3,Brooklyn,18200,E,BK28,Bensonhurst West,4017,5730.247189,1781130.547,0.06389,66.718254,1715.98589,472,472,471,"Census Tract 182, Kings County, New York",3218,50370.1,453,514,203,1053,38708,588,0,0.140771,0.159727,0.300497,0.192782526,0,78.972868,52,29.166667,74.806202,78.972868,57.848837,0.000743,59.689922,431.25,Brooklyn,47018200,3018200,1781130.547,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3018200
87,184,3,Brooklyn,18400,E,BK28,Bensonhurst West,4017,5157.913005,1605281.577,0.057582,112.630203,1346.537221,474,474,473,"Census Tract 184, Kings County, New York",2213,38433.6,434,451,109,770,69375,154,0,0.196114,0.203796,0.39991,0.141558442,0,20.881783,34,84.738372,29.360465,20.881783,43.459302,0.000549,42.199612,275.775194,Brooklyn,47018400,3018400,1605281.577,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3018400
88,186,3,Brooklyn,18600,I,BK28,Bensonhurst West,4017,4679.729979,1216850.532,0.043649,0,0,476,476,475,"Census Tract 186, Kings County, New York",2162,49528.2,401,366,76,689,69963,210,0,0.185476,0.169288,0.354764,0.11030479,0,35.465116,22,62.790698,28.924419,35.465116,56.734496,0.000736,58.866279,300,Brooklyn,47018600,3018600,1216850.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018600
89,188,3,Brooklyn,18800,I,BK28,Bensonhurst West,4017,5864.289707,1885932.632,0.067649,9.994142,207.744189,478,478,477,"Census Tract 188, Kings County, New York",2950,43606.7,578,628,169,1022,53065,241,0,0.195932,0.212881,0.408814,0.165362035,0,26.647287,42,87.306202,51.162791,26.647287,50.04845,0.000649,51.25969,335.416667,Brooklyn,47018800,3018800,1885932.632,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3018800
90,190,3,Brooklyn,19000,E,BK28,Bensonhurst West,4017,6614.318963,2291793.605,0.082207,63.668719,1919.719851,479,479,478,"Census Tract 190, Kings County, New York",5310,64587.3,887,986,389,1588,43000,1290,0,0.167043,0.185687,0.352731,0.244962217,0,93.023256,66,61.676357,67.53876,93.023256,72.577519,0.000756,60.513566,514.777132,Brooklyn,47019000,3019000,2291793.605,0,1,0,1,0,0,0,1,0,1,0,0,2,2,3019000
91,192,3,Brooklyn,19200,E,BK88,Borough Park,4014,5880.317176,2042946.474,0.073281,0,0,481,481,480,"Census Tract 192, Kings County, New York",3264,44542.5,649,767,142,818,39318,437,0,0.198836,0.234988,0.433824,0.173594132,0,55.523256,45,92.877907,73.78876,55.523256,51.114341,0.000479,36.434109,410.610465,Brooklyn,47019200,3019200,2042946.474,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3019200
92,194,3,Brooklyn,19400,E,BK30,Dyker Heights,4013,6220.292663,1920211.755,0.068878,53.043805,1067.659002,483,483,482,"Census Tract 194, Kings County, New York",3653,53027.8,597,408,237,1156,39750,589,0,0.163427,0.111689,0.275116,0.205017301,0,70.300388,57,18.992248,73.207364,70.300388,61.28876,0.000697,55.232558,405.959302,Brooklyn,47019400,3019400,1920211.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019400
93,195,3,Brooklyn,19500,E,BK69,Clinton Hill,4004,4887.717107,1475082.708,0.052912,43.362297,1733.631574,484,484,483,"Census Tract 195, Kings County, New York",3998,75571.2,662,490,190,1732,72119,692,0,0.165583,0.122561,0.288144,0.109699769,0,75.532946,22,23.498062,26.405039,75.532946,79.118217,0.001435,89.389535,391.036822,Brooklyn,47019500,3019500,1475082.708,0,0,0,0,0,0,0,1,0,1,1,1,0,4,3019500
94,196,3,Brooklyn,19600,E,BK30,Dyker Heights,4013,5718.167634,2027285.922,0.072719,199.999203,5361.000076,485,485,484,"Census Tract 196, Kings County, New York",5361,73735.6,1139,833,340,1552,41937,879,0,0.21246,0.155381,0.367842,0.219072165,0,71.414729,60,70.833333,69.379845,71.414729,78.488372,0.000856,67.199612,488.662791,Brooklyn,47019600,3019600,2027285.922,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3019600
95,197,3,Brooklyn,19700,I,BK69,Clinton Hill,4004,6148.341529,1828072.206,0.065573,4.220799,141.312925,486,486,485,"Census Tract 197, Kings County, New York",3348,51059.5,496,481,292,1616,76618,304,0,0.148148,0.143668,0.291816,0.180693069,0,31.879845,47,24.660853,22.432171,31.879845,58.76938,0.001061,78.197674,295.106589,Brooklyn,47019700,3019700,1828072.206,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3019700
96,198,3,Brooklyn,19800,E,BK30,Dyker Heights,4013,5279.397046,1450201.497,0.052019,91.266052,921.165005,487,487,486,"Census Tract 198, Kings County, New York",1903,36586.5,363,333,115,693,56827,61,0,0.190751,0.174987,0.365738,0.165945166,0,5.474806,42,69.476744,46.124031,5.474806,40.600775,0.000598,46.560078,256.153101,Brooklyn,47019800,3019800,1450201.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019800
97,204,3,Brooklyn,20400,I,BK30,Dyker Heights,4013,5280.338322,1450945.784,0.052046,0,0,493,493,492,"Census Tract 204, Kings County, New York",1849,35525.6,257,341,90,625,67670,142,0,0.138994,0.184424,0.323418,0.144,0,24.563953,35,42.684109,30.959302,24.563953,39.437984,0.000653,51.550388,249.224806,Brooklyn,47020400,3020400,1450945.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020400
98,208,3,Brooklyn,20800,I,BK30,Dyker Heights,4013,5945.305485,1542688.997,0.055337,59.447828,1161.027514,497,497,496,"Census Tract 208, Kings County, New York",3153,56980.6,378,709,140,1016,55215,277,0,0.119886,0.224865,0.344751,0.137795276,0,30.281008,33,56.831395,48.013566,30.281008,65.939922,0.0009,70.05814,334.544574,Brooklyn,47020800,3020800,1542688.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020800
99,210,3,Brooklyn,21000,E,BK30,Dyker Heights,4013,5710.82802,1614539.932,0.057914,89.460717,4119.332256,498,498,497,"Census Tract 210, Kings County, New York",5100,88050.8,914,844,344,1484,49600,529,0,0.179216,0.16549,0.344706,0.23180593,0,39.195736,63,56.782946,56.928295,39.195736,85.222868,0.001013,76.114341,416.618217,Brooklyn,47021000,3021000,1614539.932,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3021000
100,212,3,Brooklyn,21200,E,BK30,Dyker Heights,4013,5986.105228,2054324.467,0.073689,74.622553,3828.152295,500,500,499,"Census Tract 212, Kings County, New York",5130,69624.4,955,945,323,1430,36411,663,0,0.18616,0.184211,0.37037,0.225874126,0,52.713178,62,72.141473,78.633721,52.713178,75.629845,0.000872,68.168605,461.773256,Brooklyn,47021200,3021200,2054324.467,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3021200
101,214,3,Brooklyn,21400,E,BK88,Borough Park,4014,5551.994241,1808036.312,0.064855,27.04862,702.996454,502,502,501,"Census Tract 214, Kings County, New York",2599,40076.1,569,544,143,594,47500,383,0,0.21893,0.209311,0.428242,0.240740741,0,63.178295,65,91.860465,59.932171,63.178295,45.445736,0.000429,31.25,420.203488,Brooklyn,47021400,3021400,1808036.312,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3021400
102,219,3,Brooklyn,21900,E,BK61,Crown Heights North,4006,5031.288126,1582742.164,0.056773,0,0,507,507,506,"Census Tract 219, Kings County, New York",3855,67900.3,477,496,388,1460,50333,799,0,0.123735,0.128664,0.252399,0.265753425,0,86.24031,71,13.129845,55.813953,86.24031,74.563953,0.001211,83.866279,470.591085,Brooklyn,47021900,3021900,1582742.164,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3021900
103,220,3,Brooklyn,22000,E,BK88,Borough Park,4014,6117.0823,2091173.161,0.075011,64.807278,3240.376887,508,508,507,"Census Tract 220, Kings County, New York",5000,66656.4,1371,1415,405,1276,30000,556,0,0.2742,0.283,0.5572,0.317398119,0,43.459302,80,99.224806,86.143411,43.459302,73.594961,0.000675,53.488372,479.069767,Brooklyn,47022000,3022000,2091173.161,0,0,1,0,0,0,1,0,1,0,0,0,1,2,3022000
104,221,3,Brooklyn,22100,E,BK61,Crown Heights North,4006,5511.964693,1617936.881,0.058036,5.168209,230.70976,509,509,508,"Census Tract 221, Kings County, New York",4464,77081.6,427,524,349,1668,44222,899,0,0.095654,0.117384,0.213038,0.209232614,0,84.738372,58,7.025194,65.891473,84.738372,80.087209,0.001146,81.686047,461.967054,Brooklyn,47022100,3022100,1617936.881,0,0,0,0,0,0,0,1,0,1,1,1,0,4,3022100
105,222,3,Brooklyn,22200,E,BK88,Borough Park,4014,5742.179476,1896474.051,0.068027,18.367819,821.228488,510,510,509,"Census Tract 222, Kings County, New York",4471,65725.8,1137,1143,270,1154,30515,432,0,0.254306,0.255648,0.509953,0.233968804,0,35.125969,64,98.352713,85.416667,35.125969,73.207364,0.000646,51.065891,442.344961,Brooklyn,47022200,3022200,1896474.051,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3022200
106,227,3,Brooklyn,22700,E,BK69,Clinton Hill,4004,6861.719709,2588318.216,0.092844,10.407049,358.940566,513,513,512,"Census Tract 227, Kings County, New York",3449,37103,402,513,279,1328,50465,486,0,0.116556,0.148739,0.265294,0.210090361,0,59.689922,58,16.182171,55.474806,59.689922,41.521318,0.000674,53.343023,344.137597,Brooklyn,47022700,3022700,2588318.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022700
107,229,3,Brooklyn,22900,E,BK69,Clinton Hill,4004,5440.76449,1849568.404,0.066344,0.47464,17.765855,515,515,514,"Census Tract 229, Kings County, New York",3743,56417.5,573,414,321,1628,61250,499,0,0.153086,0.110606,0.263692,0.197174447,0,55.184109,54,15.939922,39.195736,55.184109,65.406977,0.001025,76.695736,361.24031,Brooklyn,47022900,3022900,1849568.404,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3022900
108,231,3,Brooklyn,23100,I,BK69,Clinton Hill,4004,5908.873251,1716029.907,0.061554,32.32837,1110.16068,517,517,516,"Census Tract 231, Kings County, New York",3434,55792,306,343,281,1458,75090,566,0,0.089109,0.099884,0.188992,0.192729767,0,71.899225,52,4.602713,24.176357,71.899225,64.777132,0.001034,77.131783,366.18217,Brooklyn,47023100,3023100,1716029.907,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3023100
109,235,3,Brooklyn,23500,E,BK69,Clinton Hill,4004,4958.034954,1523725.767,0.054656,78.119129,3363.823155,521,521,520,"Census Tract 235, Kings County, New York",4306,78775,862,966,367,1207,47670,373,0,0.200186,0.224338,0.424524,0.304059652,0,29.312016,77,91.27907,59.544574,29.312016,80.813953,0.001131,81.20155,448.78876,Brooklyn,47023500,3023500,1523725.767,0,0,1,0,0,0,1,0,1,0,1,1,1,4,3023500
