,Spatial_w_percent,BoroCT2010
0,-0.463923648455,5000900
1,-0.92297414285,5012500
2,-0.376663593059,5013301
3,-1.42561649322,5019700
4,-1.19727456295,5006400
5,-1.34316604705,5007400
6,0.538525454842,1002202
7,0.343123713756,1003200
8,-0.810400927489,1006800
9,-0.70983719433,1008900
10,-0.963073306529,1009600
11,-0.952417095235,1009800
12,-1.01741998387,1010000
13,-1.53769756863,1010200
14,-1.29130051724,1010400
15,-1.21548236966,1011201
16,-1.11957646852,1011202
17,-0.984572042323,1011203
18,-0.757178946405,1011300
19,-1.07563834213,1011402
20,-0.952162618614,1013000
21,-0.506017273356,1014000
22,-0.545286207371,1014601
23,-0.382661972129,1014602
24,-0.578495414682,1014801
25,-0.544809063411,1014802
26,-0.832622195311,1015300
27,-0.512999477811,1015400
28,0.034825208384,1015601
29,0.371170679859,1015602
30,-0.775046845238,1016001
31,0.712464814179,1018400
32,0.487475614039,1019000
33,-0.56990682636,1020101
34,0.182994259032,1020102
35,0.413922763327,1020600
36,0.613559723476,1021800
37,0.0734420457293,1022000
38,1.18092458369,1022900
39,1.05190490376,1023400
40,1.35723875572,1023900
41,1.14332565355,1024900
42,0.763061141011,1025300
43,0.591365720993,1025700
44,1.64814377937,1026100
45,0.840530206287,1026300
46,-0.798076985543,3000501
47,0.605998130464,3002000
48,-0.561477286321,3004100
49,-0.472283207621,3005201
50,0.188783603473,3005202
51,-0.281552931542,3005800
52,-0.112135077658,3006000
53,-1.08073696433,3006500
54,-1.08258192022,3006700
55,-0.865067972891,3006900
56,1.31770580233,3007400
57,1.1092439542,3007600
58,1.36446589338,3007800
59,1.08212401031,3008000
60,1.46396627776,3009800
61,-0.301720209008,3010100
62,1.38953184689,3010200
63,1.15073092469,3010400
64,1.34301714425,3010800
65,1.29364503175,3011000
66,1.08482782497,3011400
67,-0.782617526682,3012100
68,0.107023879634,3012801
69,0.183503212274,3013000
70,-0.0576929718013,3013200
71,-1.03175020218,3013300
72,-0.214489236354,3013600
73,-0.911882594669,3013700
74,-0.753089142544,3013900
75,-0.838856874101,3015100
76,-0.820816294862,3015300
77,-0.884853535162,3015500
78,-0.871620747457,3015700
79,-0.942517952132,3016500
80,-1.02204827851,3017000
81,-0.277481304556,3017200
82,0.198362833189,3017800
83,-0.0218117588867,3018200
84,-0.341482191147,3018400
85,-0.373228157573,3018600
86,0.155701634472,3018800
87,0.196072543037,3019000
88,0.595619117081,3019200
89,0.805126137464,3019400
90,-0.448807733544,3019500
91,0.0739237336753,3019600
92,-0.239007610638,3019700
93,-0.10084721892,3019800
94,-0.609586103966,3020400
95,-0.0236249053036,3020800
96,0.430609162955,3021000
97,0.489066093257,3021200
98,0.638380288756,3021400
99,0.741634204289,3021900
100,0.68963007572,3022000
101,0.500463013424,3022100
102,0.895528980179,3022200
103,-0.00931059172934,3022700
104,0.240035208123,3022900
105,-0.150879153182,3023100
106,0.0678053870776,3023500
107,0.2900017056,3023600
108,0.472107039769,3023800
109,0.298144959441,3024000
110,0.446632105866,3024200
111,0.320157192803,3024500
112,0.258946461304,3024600
113,0.473034062034,3024700
114,0.519030723051,3024800
115,0.26298173445,3024900
116,0.434371782578,3025000
117,0.376841874571,3025200
118,0.630246123441,3025400
119,0.740289113141,3025600
120,0.393732764754,3025800
121,0.374996918807,3026000
122,0.611532998546,3026200
123,0.819313212629,3026300
124,0.42212282007,3026400
125,0.61064233011,3026600
126,0.544033057392,3026700
127,0.202779821435,3026800
128,0.427800830923,3026900
129,0.402853027388,3027000
130,0.617704058075,3027100
131,0.697024441242,3027200
132,0.134529174118,3027300
133,0.512121681084,3027400
134,0.609469919625,3027600
135,0.396118483601,3027800
136,0.778215227769,3027900
137,0.40536144047,3028400
138,0.706643659931,3028501
139,0.611851094191,3028800
140,0.621521208283,3029000
141,0.880323998136,3029100
142,0.569826087214,3029300
143,0.253023061995,3029600
144,0.638044015985,3029700
145,0.36088618647,3029800
146,0.412799430387,3030000
147,0.208123831815,3030200
151,0.0129826262345,3030500
152,0.823993766041,3030900
153,0.905244536563,3031701
154,0.721594165353,3032300
155,0.202907059745,3032600
156,0.764950630651,3032900
157,0.698464051987,3033100
158,0.765580460347,3033300
159,0.851409084395,3033500
160,0.631369456089,3033700
161,0.923730449889,3033900
162,0.905353597972,3034100
163,-0.120838180433,3034200
164,0.711097001805,3036300
165,0.594255849019,3036502
166,0.0449679221592,3038800
167,0.199344386185,3039600
168,0.914678350872,3039700
169,1.05464052829,3039900
170,0.974607610241,3040100
171,0.526397823145,3040400
172,0.607524990715,3040600
173,0.565599956771,3040800
174,0.588980002233,3042600
175,0.63888924213,3042700
176,0.547195839108,3042800
177,1.12828608136,3042900
