,Spatial_w_percent,BoroCT2010
0,-0.350667441371,5000900
1,-0.763444518966,5012500
2,-0.244850507053,5013301
3,-1.33509872222,5019700
4,-0.999354291903,5006400
5,-1.10187663883,5007400
6,0.206637968285,1002202
7,-0.0407932257006,1003200
8,-1.39061746829,1006800
9,-1.0269536833,1008900
10,-0.972260648243,1009600
11,-1.3772203067,1009800
12,-1.25240892238,1010000
13,-1.68601559315,1010200
14,-1.42336981289,1010400
15,-1.2600312672,1011201
16,-1.25961583142,1011202
17,-1.23325758679,1011203
18,-0.969876407685,1011300
19,-1.41402637633,1011402
20,-1.19731851365,1013000
21,-0.911516699651,1014000
22,-1.03192085137,1014601
23,-0.853760792864,1014602
24,-1.04205387403,1014801
25,-1.02894055068,1014802
26,-1.20909521733,1015300
27,-1.00607351548,1015400
28,-0.346216858809,1015601
29,0.0652555955226,1015602
30,-1.12369605306,1016001
31,0.484727125344,1018400
32,0.222605155533,1019000
33,-1.17763046615,1020101
34,-0.199260936268,1020102
35,0.351550255864,1020600
36,0.251845647939,1021800
37,-0.275339887321,1022000
38,0.926570263885,1022900
39,0.706786627798,1023400
40,1.10762082723,1023900
41,1.04126668812,1024900
42,0.644384547965,1025300
43,0.330233149285,1025700
44,1.52599003349,1026100
45,0.579013005026,1026300
46,-1.16386689518,3000501
47,0.760143043083,3002000
48,-0.865981315916,3004100
49,-0.642260070194,3005201
50,0.0851139462036,3005202
51,-0.396213662039,3005800
52,-0.176574525422,3006000
53,-1.19486202347,3006500
54,-1.41840264511,3006700
55,-1.20497698366,3006900
56,1.36574016272,3007400
57,1.13642988555,3007600
58,1.43213765207,3007800
59,1.17687940531,3008000
60,1.43761056792,3009800
61,-0.250558234501,3010100
62,1.4095338122,3010200
63,1.20689193725,3010400
64,1.34419942623,3010800
65,1.45875444733,3011000
66,1.1448366561,3011400
67,-0.959038950292,3012100
68,0.221562695483,3012801
69,0.225278395237,3013000
70,-0.043165424787,3013200
71,-1.3539558982,3013300
72,-0.250578877399,3013600
73,-1.16303086291,3013700
74,-1.01985256845,3013900
75,-1.19796876123,3015100
76,-1.24750110233,3015300
77,-1.30323659754,3015500
78,-1.30952232272,3015700
79,-1.33011349192,3016500
80,-0.940832021813,3017000
81,-0.191530216692,3017200
82,0.237540204117,3017800
83,0.0369775727976,3018200
84,-0.403944381616,3018400
85,-0.326998434191,3018600
86,0.154690422688,3018800
87,0.298725392277,3019000
88,0.862149320711,3019200
89,0.936071101648,3019400
90,-0.630880739922,3019500
91,0.125016431991,3019600
92,-0.486417432878,3019700
93,-0.0332104459031,3019800
94,-0.551117053429,3020400
95,0.0551845011653,3020800
96,0.55510867042,3021000
97,0.707452357378,3021200
98,0.825240037425,3021400
99,0.543947809411,3021900
100,0.817622853002,3022000
101,0.310429846092,3022100
102,1.02732249291,3022200
103,-0.335451651153,3022700
104,-0.0385486681518,3022900
105,-0.39953714917,3023100
106,0.0281233699248,3023500
107,0.493613840528,3023600
108,0.655308705098,3023800
109,0.530533445519,3024000
110,0.652924464333,3024200
111,0.141613223853,3024500
112,0.412363874023,3024600
113,0.282789169,3024700
114,0.737601131632,3024800
115,0.0656890937079,3024900
116,0.577464796742,3025000
117,0.51499975652,3025200
118,0.695066691746,3025400
119,0.755384883152,3025600
120,0.409623545505,3025800
121,0.367321337003,3026000
122,0.727630670835,3026200
123,0.670770144399,3026300
124,0.453190124423,3026400
125,0.612753622058,3026600
126,0.298626306978,3026700
127,0.198943373546,3026800
128,0.289580642309,3026900
129,0.357557303807,3027000
130,0.587119423015,3027100
131,0.695667396259,3027200
132,-0.0132323675098,3027300
133,0.521877929486,3027400
134,0.618089779888,3027600
135,0.483715629429,3027800
136,0.629678118406,3027900
137,0.417813567029,3028400
138,0.651623969628,3028501
139,0.615282362366,3028800
140,0.626986816501,3029000
141,0.721922943386,3029100
142,0.374154095818,3029300
143,0.368603769321,3029600
144,0.573501383612,3029700
145,0.402059000472,3029800
146,0.570169639675,3030000
147,0.353507191372,3030200
148,-0.234566964233,3030500
149,0.850259081576,3030900
150,0.740522084393,3031701
151,0.608057390822,3032300
152,0.308148819351,3032600
153,0.717840834319,3032900
154,0.613630940261,3033100
155,0.623143131518,3033300
156,0.745151227039,3033500
157,0.522918325489,3033700
158,0.893485054729,3033900
159,0.744609354019,3034100
160,-0.0601368833266,3034200
161,0.726402425579,3036300
162,0.702126520996,3036502
163,0.311544555967,3038800
164,0.478528099684,3039600
165,0.817783866281,3039700
166,0.891565276327,3039900
167,0.878473628148,3040100
168,0.594185445224,3040400
169,0.647722484767,3040600
170,0.564129563379,3040800
171,0.532845436326,3042600
172,0.516697624562,3042700
173,0.525073431213,3042800
174,0.95156144062,3042900
175,0.645013120513,3043000
176,1.29229110141,3043100
177,0.732409473579,3043200
178,1.11210753483,3043300
179,0.938903290567,3043400
180,1.18489912353,3043500
181,0.673407259031,3043600
182,0.792380866181,3043700
183,1.12180705919,3043900
184,0.407434379043,3044000
185,1.08685625891,3044100
186,0.504090049357,3044200
187,1.06807133277,3044300
188,0.143925214771,3044400
189,0.40749217898,3044600
190,-0.0872119483159,3045200
191,0.126169847125,3045400
192,0.16749926527,3045600
193,0.241070118806,3045800
194,0.194023168025,3046000
195,0.322111076982,3046400
196,0.439302696597,3047000
197,0.275058449523,3047200
198,0.36911312998,3047400
199,0.842951538949,3047600
200,-0.257291908281,3048100
201,0.229324379194,3049500
202,-0.517882184027,3049900
203,-0.0118451728098,3050300
204,0.615253462756,3050500
205,0.609977168947,3050700
206,1.1124326584,3050801
207,1.06305720251,3051001
208,0.535972816842,3051400
209,0.331918976018,3051601
210,0.832696207792,3051602
211,-0.822226887941,3051700
212,0.644161605965,3051800
213,0.102164878941,3052000
214,0.611091878924,3052600
215,0.415728646589,3052800
216,0.126093985032,3053000
217,0.69307724411,3053100
218,0.370128754504,3053200
219,0.759967579404,3053300
220,0.168836917017,3053400
221,0.031851455392,3053800
222,0.256779271421,3054200
223,0.620814626391,3054400
224,-0.132915054339,3055000
225,0.394505292603,3055200
226,-0.500470002593,3055300
227,0.379851501945,3055800
228,-0.300864680059,3056000
229,-0.583557176247,3056200
230,-0.912437883518,3056400
231,-0.0775924141315,3056500
232,-1.16982749702,3056600
233,-0.823700782308,3056800
234,-0.80743840308,3056900
235,-0.79008298918,3057000
236,-0.595767377966,3057100
237,-0.602486601628,3057200
238,-0.372371255883,3057300
239,-0.87074979737,3057400
240,-0.449172704211,3057600
241,0.0360254246302,3057800
242,0.0992542476035,3058000
243,-0.00758243975972,3058600
244,-0.272305399279,3059100
245,0.0677327286491,3059200
246,-0.0865513793117,3059300
247,-0.397152908555,3059401
248,-0.549094061569,3059402
